"",P-0012,1,A,1497.697147,1.350104511,-0.119925713,-0.149236874,0.828049904,0.054234378,646.7600911,77.531478,-74.085648,94.5851471,37.1243493,0.323343
"",P-0014,1,A,2495.357848,2.077970297,0.143426039,-0.443519385,1.159387242,0.230488454,1072.520091,107.321478,-94.425648,161.1051471,60.7243493,7.963343
"",P-0015,1,A,1663.881826,1.401058692,-0.066045058,-0.36903806,0.370563778,0.174061175,717.7200911,82.496478,-77.475648,105.6718138,41.05768263,1.596676333
"",P-0016,1,A,832.3033437,1.038718808,0.061542462,-0.074768864,1.045739292,0.0940462,362.9200911,57.671478,-60.525648,50.23848043,21.39101597,-4.769990333
"",P-0017,1,A,-0.062369707,-0.022866181,-0.160190737,-0.013049901,-0.092353386,-0.091808991,8.1696631,32.83026,-43.594008,-5.1734329,1.6613133,-11.117991
"",P-0018,2,A,0.040827774,-0.041423859,0.109278705,-0.135948139,-0.327233448,0.221497106,7.7764395,32.721735,-43.40991,-5.2799589,0.8652993,-11.144396
"",P-0019,2,A,-0.504487074,-832.4853201,0.160153714,-0.179510418,0.523454789,-0.016737209,11.41789283,-333.685745,-44.34113667,0.888494433,-10.7059807,-12.538756
"",P-0021,2,A,7.486515168,-2498.035521,0.49409378,-0.706847206,3.2813936,0.165077663,18.7845595,-1066.535745,-46.22447,13.2551611,-33.8559807,-15.338756
"",P-0022,2,A,3.342982176,-1998.662809,0.454252769,-0.408131524,2.32840673,0.130950089,16.5745595,-846.680745,-45.65947,9.5451611,-26.9109807,-14.498756
"",P-0024,2,A,-0.103107062,-999.5433988,0.256080748,-0.145319913,1.091890802,0.103215543,12.1545595,-406.970745,-44.52947,2.1251611,-13.0209807,-12.818756
"",P-0025,2,A,-0.403790278,-500.3888211,0.13416712,-0.173797549,1.689151056,0.002793522,9.9445595,-187.115745,-43.96447,-1.5848389,-6.0759807,-11.978756
"",P-0026,2,A,-0.194394581,0.227967831,-0.029452804,-0.128813381,0.093636899,-0.017256723,7.7764395,32.721735,-43.40991,-5.2799589,0.8652993,-11.144396
"",P-0028,2,A,-0.26007509,1000.49793,0.244551735,-0.307317691,0.902653324,0.123694365,10.3364395,469.511735,-44.01991,-10.2199589,14.1352993,-10.404396
"",P-0031,2,A,7.043816351,2502.074004,0.788084868,-0.720970672,2.117355272,0.320263958,14.1764395,1124.696735,-44.93491,-17.6299589,34.0402993,-9.294396
"",P-0032,2,A,2.030180808,1667.587927,0.16821294,-0.331591712,1.986397673,0.176603542,12.04310617,760.7050683,-44.42657667,-13.51329223,22.98196597,-9.911062667
"",P-0033,2,A,0.032021313,833.6183559,0.335399177,-0.382518621,0.819104589,0.075879108,9.909772833,396.7134017,-43.91824333,-9.396625567,11.92363263,-10.52772933
"",P-0034,2,A,0.470748027,-0.200495783,-0.181099377,-0.128214561,0.793005154,-0.100875054,7.7764395,32.721735,-43.40991,-5.2799589,0.8652993,-11.144396
"",P-0035,3,A,0.238710523,0.124554471,0.172735644,0.333683195,-0.802079028,-0.012469656,6.4776833,33.16748,-43.528947,-5.17907,1.354111,-11.266345
"",P-0036,3,A,-0.45588917,-0.507167977,-416.753213,0.035762474,1.292401402,0.074632763,13.67546108,0.89248,-235.753947,-14.08740333,-12.47505567,-11.71217833
"",P-0037,3,A,-0.300492987,-0.312805151,-833.5594347,-0.141270396,-0.880551979,0.330394151,13.92879441,-31.38252,-427.978947,-22.99573667,-26.30422233,-12.15801167
"",P-0038,3,A,1.921092424,-2.80324831,-1250.411909,-0.504614482,-2.022695967,0.647385587,7.2376833,-63.65752,-620.203947,-31.90407,-40.133389,-12.603845
"",P-0039,3,A,0.034181962,-1.141318293,-1000.478505,-0.224112718,-1.030119184,0.398777907,12.0856833,-44.29252,-504.868947,-26.55907,-31.835889,-12.336345
"",P-0040,3,A,-0.746812507,-0.912150778,-750.3474762,0.006842403,-0.190841177,0.302462891,14.4336833,-24.92752,-389.533947,-21.21407,-23.538389,-12.068845
"",P-0041,3,A,-0.834052731,0.376475118,-500.3777576,-0.216698861,1.244660239,0.18490609,14.2816833,-5.56252,-274.198947,-15.86907,-15.240889,-11.801345
"",P-0042,3,A,-0.750300336,0.182294627,-250.010467,-0.051042352,-0.247244382,-0.096973396,11.6296833,13.80248,-158.863947,-10.52407,-6.943389,-11.533845
"",P-0043,3,A,-0.240933218,0.043969945,-0.063707295,-0.026099897,-0.277314067,-0.016551979,6.4776833,33.16748,-43.528947,-5.17907,1.354111,-11.266345
"",P-0044,3,A,-0.341623807,0.288223475,250.0484219,-0.062505275,0.652718985,0.007575338,1.4809931,51.613584,71.786077,0.425618,9.566713,-11.103719
"",P-0045,3,A,-0.826531907,0.621038878,500.4469944,-0.494038997,1.157113469,0.048540329,-3.5140069,70.058584,187.101077,6.030618,17.779213,-10.941219
"",P-0047,3,A,0.464703886,-0.038058756,1001.742295,-2.049044758,-0.219468096,0.219805048,-13.5040069,106.948584,417.731077,17.240618,34.204213,-10.616219
"",P-0048,3,A,1.858673349,-0.984368354,1252.996372,-3.14663846,-2.410334634,0.277962533,-18.4990069,125.393584,533.046077,22.845618,42.416713,-10.453719
"",P-0052,4,A,0.547554639,-0.260113178,-0.030959882,0.209530358,-0.520074001,-0.054121349,9.0802576,32.623203,-43.50652,-5.279486,-0.482425,-11.279389
"",P-0054,4,A,1.050065827,-0.620701247,-0.744176443,-833.0118833,-1.80387293,0.052697514,10.08247982,29.373203,-42.33985333,-417.8461527,-9.640758333,-10.41272233
"",P-0056,4,A,0.803608732,-0.666441536,-1.109257308,-999.597023,-4.508598823,0.18768998,8.6162576,28.723203,-42.10652,-500.359486,-11.472425,-10.239389
"",P-0057,4,A,0.684215793,-0.732699965,-0.578264882,-749.9548433,-2.285643014,0.162224125,10.6072576,29.698203,-42.45652,-376.589486,-8.724925,-10.499389
"",P-0058,4,A,-0.108758144,-0.167935722,-0.388815031,-499.9258094,-1.446541511,0.287085171,11.3482576,30.673203,-42.80652,-252.819486,-5.977425,-10.759389
"",P-0060,4,A,0.099159917,-0.122755454,-0.092749786,-0.263146115,-0.084270678,0.045400938,9.0802576,32.623203,-43.50652,-5.279486,-0.482425,-11.279389
"",P-0061,4,A,-0.088624855,-0.304023954,-0.220107007,250.1555003,-0.734542082,0.029750709,8.9039896,32.389171,-43.766592,118.505502,0.106803,-11.884113
"",P-0062,4,A,0.318729424,-0.279741819,-0.08236308,500.3660767,-0.59879688,0.027321636,7.4799896,32.154171,-44.026592,242.290502,0.694303,-12.489113
"",P-0064,4,A,1.564682842,-0.970815889,-0.751562875,1000.516605,-2.365816087,-0.016530818,0.8819896,31.684171,-44.546592,489.860502,1.869303,-13.699113
"",P-0066,4,A,1.296334028,-0.771535214,-0.585279781,833.5757633,-2.692642851,0.004894419,3.636878489,31.84083767,-44.37325867,407.3371687,1.477636333,-13.29577967
"",P-0067,4,A,0.35121744,-0.309465373,-0.065980326,416.874253,-0.823628047,-0.129579854,8.093545156,32.23250433,-43.93992533,201.0288353,0.498469667,-12.28744633
"",P-0068,4,A,0.379526222,0.231580149,0.138542722,-0.092606833,0.460902393,0.034746668,9.0802576,32.623203,-43.50652,-5.279486,-0.482425,-11.279389
"",P-0069,5,A,0.179587872,0.131093622,-0.006594955,-0.177851213,-0.456387761,-0.074522661,8.3713796,33.014299,-43.470159,-5.0903,1.719036,-11.230303
"",P-0071,5,A,-4.104371381,-0.108326559,-0.061085842,-0.56749203,-3332.532718,0.282556298,22.5293816,-105.2944663,-62.73898367,-127.9546427,-907.4316947,-36.85965233
"",P-0073,5,A,-4.858550697,-0.26630638,0.049816702,-0.437313238,-3998.247775,0.341419622,25.3693816,-132.961133,-66.592317,-152.527976,-1089.265028,-41.986319
"",P-0074,5,A,-2.985078986,0.623325798,0.087645148,-0.164746411,-2999.447021,0.092646039,21.1093816,-91.461133,-60.812317,-115.667976,-816.515028,-34.296319
"",P-0075,5,A,-2.46362262,0.627784597,-0.24982158,-0.097464306,-1997.888237,0.001720625,16.8493816,-49.961133,-55.032317,-78.807976,-543.765028,-26.606319
"",P-0076,5,A,-0.682878785,0.423710109,0.026414711,0.060081616,-999.3435952,0.202974379,12.5893816,-8.461133,-49.252317,-41.947976,-271.015028,-18.916319
"",P-0079,5,A,-1.899380988,0.443390812,0.02004117,-0.065216149,2001.222674,0.04637377,9.9713796,110.094299,-31.390159,68.0697,543.379036,3.189697
"",P-0080,5,A,-3.631678106,0.49834818,0.00636405,-0.228407939,3000.851108,0.224887553,10.7713796,148.634299,-25.350159,104.6497,814.209036,10.399697
"",P-0081,5,A,-4.54381922,0.230950434,-0.095064634,-0.336327048,4001.221897,0.207713064,11.5713796,187.174299,-19.310159,141.2297,1085.039036,17.609697
"",P-0082,5,A,-6.24488414,-0.491815526,-0.0069815,-0.493371227,5000.846342,0.120885392,12.3713796,225.714299,-13.270159,177.8097,1355.869036,24.819697
"",P-0084,5,A,-1.477480029,0.205522628,0.156626522,0.063271957,1668.156274,-0.000456247,9.704712933,97.24763233,-33.40349233,55.87636667,453.1023693,0.786363667
"",P-0085,5,A,-0.030367455,-0.17565192,0.061556798,0.001799534,0.780876012,0.036081463,8.3713796,33.014299,-43.470159,-5.0903,1.719036,-11.230303
"",P-0086,6,A,-0.225439585,0.205927238,-0.223655716,0.005341647,0.437967939,-0.020381206,12.0796854,31.20585,-43.684878,-4.514454,1.761869,-11.180997
"",P-0087,6,A,-0.211720186,0.063221105,-0.124289821,-0.126236783,-0.588651991,-233.4184878,7.746996511,54.29885,-55.70154467,-22.77900956,3.952869,-284.4143303
"",P-0088,6,A,-1.066808872,0.21249631,0.129921447,-1.378041208,0.984835254,-466.8120378,4.503196511,77.39185,-67.71821133,-39.95467622,9.410535667,-557.6476637
"",P-0089,6,A,-1.936433081,1.624336507,-0.315247243,-3.164456621,0.470323781,-700.3958372,2.3482854,100.48485,-79.734878,-56.041454,18.134869,-830.880997
"",P-0090,6,A,-0.81120083,0.771238871,-0.069163339,-1.961209644,0.854882015,-560.1590974,3.5105654,86.62905,-72.524878,-46.520054,12.508269,-666.940997
"",P-0091,6,A,-1.11005631,0.266380892,-0.111354568,-1.260281666,0.376206642,-419.9667181,5.0648454,72.77325,-65.314878,-36.606654,8.057669,-503.000997
"",P-0092,6,A,-0.151149959,0.485160664,0.010133958,-0.57390104,0.629784323,-280.0154187,7.0111254,58.91745,-58.104878,-26.301254,4.783069,-339.060997
"",P-0094,6,A,0.041917788,0.047369273,0.124524422,0.2869788,0.197526016,-0.005029347,12.0796854,31.20585,-43.684878,-4.514454,1.761869,-11.180997
"",P-0095,6,A,0.105437434,0.132043923,0.224549885,-0.154965289,0.365461383,140.0615086,14.7310054,17.07285,-36.315278,6.216546,-0.090331,152.173803
"",P-0097,6,A,-0.080395053,0.057551509,0.249108663,-1.200197742,0.174007689,419.8586077,21.2096454,-11.19315,-21.576078,28.854546,-0.266731,478.883403
"",P-0098,6,A,-0.863926909,0.738222549,-0.169142394,-2.151135342,0.656070025,559.8954865,25.0369654,-25.32615,-14.206478,40.761546,1.409069,642.238203
"",P-0099,6,A,-0.910722245,1.193985626,-0.101235986,-2.967058727,0.517595283,699.526945,29.2562854,-39.45915,-6.836878,53.060546,4.260869,805.593003
"",P-0102,6,A,0.301497705,0.045480163,-0.087426603,0.056405056,-0.381360742,0.128257783,12.0796854,31.20585,-43.684878,-4.514454,1.761869,-11.180997
"",P-0103,7,A,-0.233675803,0.216755003,-0.049838674,0.048646418,-0.291215782,0.00043225,8.2493873,33.102824,-43.507886,-5.1205629,1.6013073,-11.118316
"",P-0105,7,A,-1666.057664,-1664.00454,0.453706671,-0.642669532,2.37590739,0.250786498,-688.630014,-751.1445707,-13.47973533,-101.3035976,-67.7446007,-24.612112
"",P-0106,7,A,-2495.168286,-2496.086116,0.483711432,-1.094998098,2.833271163,0.367657236,-1037.046681,-1143.277904,1.528598,-149.3869309,-102.4196007,-31.362112
"",P-0107,7,A,-2499.320284,-1871.524168,0.28746627,-1.035363296,2.793783524,0.224471542,-1039.809181,-868.459154,2.234848,-154.0244309,-93.7383507,-30.312112
"",P-0108,7,A,-2502.642153,-1246.994813,0.350596899,-0.891552085,1.925259103,0.225494687,-1042.571681,-593.640404,2.941098,-158.6619309,-85.0571007,-29.262112
"",P-0109,7,A,-2504.248289,-622.6750734,0.283062807,-0.46576003,1.501651299,0.064520837,-1045.334181,-318.821654,3.647348,-163.2994309,-76.3758507,-28.212112
"",P-0110,7,A,-2501.59742,626.2525769,-0.433911077,-0.187516447,1.158320549,0.088957076,-1046.450613,228.971574,3.960864,-171.0080629,-59.4049427,-26.705816
"",P-0111,7,A,-2501.191119,1251.089327,-0.263409724,-0.304968388,1.058692351,-0.042960543,-1044.850613,501.965324,3.579614,-174.0955629,-51.1111927,-26.243316
"",P-0112,7,A,-2499.0842,1876.434596,0.051868066,-0.727907786,1.838229858,0.165496059,-1043.250613,774.959074,3.198364,-177.1830629,-42.8174427,-25.780816
"",P-0113,7,A,-2495.110947,2502.226974,0.22781802,-0.742475953,1.393427928,0.169789683,-1041.650613,1047.952824,2.817114,-180.2705629,-34.5236927,-25.318316
"",P-0115,7,A,-2501.363142,834.4718752,-0.128545229,-0.48114867,1.637473201,0.038342781,-1045.917279,319.9694907,3.833780667,-172.0372296,-56.64035937,-26.55164933
"",P-0117,7,A,-1877.792024,-831.3025383,0.262020342,-0.794327947,1.985756139,0.158673918,-780.3383474,-391.146654,-8.550568667,-121.0535976,-61.9446007,-24.549612
"",P-0119,7,A,-1868.989034,-2496.694788,0.593261526,-0.726046331,3.073159953,0.338418159,-772.9716807,-1123.996654,-10.433902,-108.6869309,-85.0946007,-27.349612
"",P-0120,7,A,-1873.40382,-1872.319405,0.443727013,-0.730746373,2.372956026,0.325177317,-775.7341807,-849.177904,-9.727652,-113.3244309,-76.4133507,-26.299612
"",P-0122,7,A,-1877.523584,-622.912943,0.1526332,-0.432487259,0.74444472,0.23882021,-781.2591807,-299.540404,-8.315152,-122.5994309,-59.0508507,-24.199612
"",P-0123,7,A,-1876.250644,626.3560524,-0.41908067,-0.178639674,0.548951076,0.010647466,-782.3756127,248.252824,-8.001636,-130.3080629,-42.0799427,-22.693316
"",P-0124,7,A,-1875.408596,1250.970527,0.057593084,-0.31533879,0.956243006,0.112900467,-780.7756127,521.246574,-8.382886,-133.3955629,-33.7861927,-22.230816
"",P-0125,7,A,-1872.673502,1876.179006,0.075021831,-0.731838605,1.441900709,0.05177598,-779.1756127,794.240324,-8.764136,-136.4830629,-25.4924427,-21.768316
"",P-0126,7,A,-1869.02831,2501.816151,0.189307129,-0.915679551,1.876886519,0.158882029,-777.5756127,1067.234074,-9.145386,-139.5705629,-17.1986927,-21.305816
"",P-0127,7,A,-1873.674507,1667.811239,-0.073455652,-0.333971136,1.450469891,0.074803361,-779.708946,703.2424073,-8.637052667,-135.4538962,-28.25702603,-21.92248267
"",P-0128,7,A,-1876.091034,834.7001112,-0.104151614,-0.188320414,1.830639766,-0.016693127,-781.8422794,339.2507407,-8.128719333,-131.3372296,-39.31535937,-22.53914933
"",P-0129,7,A,-1251.545248,1.103891194,-0.166316043,-0.13540186,1.177143001,0.073225167,-519.9006127,-5.459676,-19.582886,-86.5205629,-33.0486927,-19.143316
"",P-0130,7,A,-1252.153075,-831.8131394,0.113333369,-0.297015949,1.686617099,0.201600059,-516.2633474,-371.865404,-20.51306867,-80.35359757,-44.6196007,-20.537112
"",P-0131,7,A,-1248.738016,-1663.944804,0.531898008,-0.505469011,2.09606759,0.239092516,-512.580014,-738.290404,-21.45473533,-74.17026423,-56.1946007,-21.937112
"",P-0132,7,A,-1243.523171,-2497.077731,0.427057226,-0.666216715,1.683213678,0.209334068,-508.8966807,-1104.715404,-22.396402,-67.9869309,-67.7696007,-23.337112
"",P-0135,7,A,-1251.864375,-623.5545794,0.099222394,-0.221296721,2.048482925,0.139719897,-517.1841807,-280.259154,-20.277652,-81.8994309,-41.7258507,-20.187112
"",P-0137,7,A,-1249.53527,1251.254386,0.086016302,-0.501314974,1.551675702,0.075029984,-516.7006127,540.527824,-20.345386,-92.6955629,-16.4611927,-18.218316
"",P-0138,7,A,-1246.746284,1876.773049,0.400974264,-0.496205205,2.259251547,0.139720601,-515.1006127,813.521574,-20.726636,-95.7830629,-8.1674427,-17.755816
"",P-0139,7,A,-1243.300521,2501.469046,0.403510288,-0.803903214,1.236177642,0.25007457,-513.5006127,1086.515324,-21.107886,-98.8705629,0.1263073,-17.293316
"",P-0140,7,A,-1248.218544,1667.974652,0.242438097,-0.543304139,1.384734433,0.125654365,-515.633946,722.5236573,-20.59955267,-94.75389623,-10.93202603,-17.90998267
"",P-0141,7,A,-1250.636381,834.1994991,0.191089366,-0.017494426,0.843124534,-0.032847057,-517.7672794,358.5319907,-20.09121933,-90.63722957,-21.99035937,-18.52664933
"",P-0142,7,A,-626.2078991,0.570010677,-0.028026857,-0.100327835,1.333521338,-0.004881573,-255.8256127,13.821574,-31.545386,-45.8205629,-15.7236927,-15.130816
"",P-0143,7,A,-625.9055171,-832.3214216,0.29853895,-0.172818744,1.132374173,0.067834598,-252.1883474,-352.584154,-32.47556867,-39.65359757,-27.2946007,-16.524612
"",P-0146,7,A,-621.7506987,-1873.205394,0.236512595,-0.431431429,1.871477037,0.203486764,-247.5841807,-810.615404,-33.652652,-31.9244309,-41.7633507,-18.274612
"",P-0147,7,A,-624.6910133,-1248.426509,0.401133674,-0.2924092,1.659196863,0.109770579,-250.3466807,-535.796654,-32.946402,-36.5619309,-33.0821007,-17.224612
"",P-0149,7,A,-625.4953609,625.6253625,0.1738951,-0.334546687,0.609562665,0.10045439,-254.2256127,286.815324,-31.926636,-48.9080629,-7.4299427,-14.668316
"",P-0150,7,A,-624.0416799,1250.842861,0.168874675,-0.438757581,1.436216003,0.121265877,-252.6256127,559.809074,-32.307886,-51.9955629,0.8638073,-14.205816
"",P-0151,7,A,-621.5597343,1876.795471,0.27491325,-0.583599439,1.168547938,0.215585545,-251.0256127,832.802824,-32.689136,-55.0830629,9.1575573,-13.743316
"",P-0152,7,A,-618.0407676,2501.752917,0.455850302,-0.711940137,2.692855329,0.286610966,-249.4256127,1105.796574,-33.070386,-58.1705629,17.4513073,-13.280816
"",P-0153,7,A,-622.6771403,1668.23104,0.34826692,-0.155502458,2.169392442,0.142022974,-251.558946,741.8049073,-32.56205267,-54.05389623,6.392973967,-13.89748267
"",P-0154,7,A,-625.386071,833.9844161,-0.118072429,-0.256341908,0.962552745,0.044669903,-253.6922794,377.8132407,-32.05371933,-49.93722957,-4.665359367,-14.51414933
"",P-0155,7,A,-0.020155413,-0.144943103,-0.218587174,-0.044863787,-0.409367114,-0.209832437,8.2493873,33.102824,-43.507886,-5.1205629,1.6013073,-11.118316
"",P-0156,7,A,624.6417495,-832.604892,-0.192964282,-0.128282479,0.351344505,-0.058424383,277.9377286,-314.668148,-57.13244867,42.60026243,4.8426113,-7.755534
"",P-0157,7,A,627.7470149,-1665.798497,0.422863042,-0.398000798,1.179651188,0.147125371,281.621062,-681.093148,-58.07411533,48.78359577,-6.7323887,-9.155534
"",P-0159,7,A,628.4744567,-1873.839832,0.16054632,-0.426454731,2.987435521,0.166263911,282.5418953,-772.699398,-58.309532,50.3294291,-9.6261387,-9.505534
"",P-0161,7,A,624.4042795,-624.533254,0.045711153,-0.00544098,0.763022761,0.010996632,277.0168953,-223.061898,-56.897032,41.0544291,7.7363613,-7.405534
"",P-0163,7,A,625.1431773,1251.320833,0.463992674,-0.559818269,0.88857617,0.13004634,277.5004633,597.72508,-56.964766,30.2582971,33.0010193,-5.436738
"",P-0165,7,A,632.0040581,2502.691941,0.37080933,-0.76780707,1.863485043,0.134242023,280.7004633,1143.71258,-57.727266,24.0832971,49.5885193,-4.511738
"",P-0166,7,A,626.8798229,1668.465256,0.397168582,-0.470462713,1.762790853,0.218198399,278.56713,779.7209133,-57.21893267,28.19996377,38.53018597,-5.128404667
"",P-0168,7,A,1248.269887,0.911129878,-0.076513563,-0.359354588,0.231626735,0.085676053,540.4004633,70.35633,-68.914766,78.0082971,31.1635193,-1.586738
"",P-0170,7,A,1252.057249,-1666.231189,0.562190586,-0.345434329,2.029621782,0.059342108,547.721062,-662.474398,-70.78661533,90.35859577,8.0176113,-4.380534
"",P-0171,7,A,1257.029063,-2498.032691,0.221890597,-0.771716829,2.322434782,0.263570462,551.4043953,-1028.899398,-71.728282,96.5419291,-3.5573887,-5.780534
"",P-0173,7,A,1250.255378,-1249.090492,-0.070134833,-0.379241534,1.733099914,0.060437815,545.8793953,-479.261898,-70.315782,87.2669291,13.8051113,-3.680534
"",P-0174,7,A,1249.672201,-624.364379,-0.20483836,-0.063896919,0.473697479,0.035403733,543.1168953,-204.443148,-69.609532,82.6294291,22.4863613,-2.630534
"",P-0175,7,A,1247.924776,626.6699398,0.145262238,-0.291346014,2.021717816,0.158916487,542.0004633,343.35008,-69.296016,74.9207971,39.4572693,-1.124238
"",P-0176,7,A,1248.89953,1251.912398,0.228245693,-0.464591106,2.644620437,0.282828322,543.6004633,616.34383,-69.677266,71.8332971,47.7510193,-0.661738
"",P-0177,7,A,1252.152914,1877.010406,0.613564232,-0.641853153,2.846652387,0.333088037,545.2004633,889.33758,-70.058516,68.7457971,56.0447693,-0.199238
"",P-0178,7,A,1256.31759,2502.984193,0.751032967,-0.99966894,2.837315092,0.298554775,546.8004633,1162.33133,-70.439766,65.6582971,64.3385193,0.263262
"",P-0180,7,A,1248.392643,834.9723784,0.068346368,-0.776376729,1.437495632,0.10693681,542.5337966,434.3479967,-69.42309933,73.89163043,42.22185263,-0.970071333
"",P-0181,7,A,1871.879372,1.527224201,0.052510989,-0.464307404,1.820826364,0.168518278,806.5004633,88.97508,-81.627266,119.5832971,45.9135193,3.188262
"",P-0182,7,A,1873.967409,-832.4011629,-0.491612878,-0.375898018,0.837476342,0.08049948,810.1377286,-277.430648,-82.55744867,125.7502624,34.3426113,1.794466
"",P-0184,7,A,1882.086717,-2498.496392,0.400591988,-0.753274333,2.210817632,0.190048606,817.5043953,-1010.280648,-84.440782,138.1169291,11.1926113,-1.005534
"",P-0185,7,A,1877.575042,-1873.626612,0.206802929,-0.56765447,2.051659126,0.113916631,814.7418953,-735.461898,-83.734532,133.4794291,19.8738613,0.044466
"",P-0187,7,A,1873.572325,-624.6614127,-0.309719296,-0.039433248,1.734423622,0.036541173,809.2168953,-185.824398,-82.322032,124.2044291,37.2363613,2.144466
"",P-0188,7,A,1871.975977,626.9439893,-0.06513633,-0.462747131,2.125090954,0.292136048,808.1004633,361.96883,-82.008516,116.4957971,54.2072693,3.650762
"",P-0190,7,A,1876.031613,1878.197122,0.459052604,-0.906986231,2.933817765,0.347108093,811.3004633,907.95633,-82.771016,110.3207971,70.7947693,4.575762
"",P-0192,7,A,1875.121316,1669.646368,0.352649095,-0.743481328,2.413784882,0.424247389,810.76713,816.9584133,-82.64393267,111.3499638,68.03018597,4.421595333
"",P-0193,7,A,1872.314686,835.8753241,0.248779273,-0.525252697,2.432687334,0.235181109,808.6337966,452.9667467,-82.13559933,115.4666304,56.97185263,3.804928667
"",P-0194,7,A,2495.697622,1.585388228,-0.140475162,-0.582154128,0.892169649,0.201647211,1072.600463,107.59383,-94.339766,161.1582971,60.6635193,7.963262
"",P-0196,7,A,2501.072749,-1664.900994,-0.167994058,-0.502380431,1.557626628,0.039393989,1079.921062,-625.236898,-96.21161533,173.5085958,37.5176113,5.169466
"",P-0197,7,A,2505.597026,-2497.977263,-0.014989258,-0.808491739,2.969485609,0.094504602,1083.604395,-991.661898,-97.153282,179.6919291,25.9426113,3.769466
"",P-0198,7,A,2502.087499,-1873.782015,-0.050658107,-0.761397738,1.741809027,0.161778631,1080.841895,-716.843148,-96.447032,175.0544291,34.6238613,4.819466
"",P-0202,7,A,2497.077092,1253.085909,0.133786747,-0.694930335,2.04828388,0.343107612,1075.800463,653.58133,-95.102266,154.9832971,77.2510193,8.888262
"",P-0203,7,A,2499.643004,1878.251254,0.477514872,-1.028564598,2.963695898,0.232364402,1077.400463,926.57508,-95.483516,151.8957971,85.5447693,9.350762
"",P-0207,7,A,0.247796401,-0.259515144,0.013487032,0.092883772,-0.082901032,-0.060069192,8.2493873,33.102824,-43.507886,-5.1205629,1.6013073,-11.118316
