"",P-0029,2,1,0,1500,0,0,0,0,12.38172547,689.0486047,-43.60762252,-11.30618859,20.88524253,-10.0485735
"",P-0030,2,1,0,2000,0,0,0,0,13.67293081,905.3501354,-44.05224742,-15.20152585,26.86946449,-8.834454053
"",P-0032,2,1,0,1666.666667,0,0,0,0,12.09725753,760.8056162,-45.11346277,-13.94770091,22.53720601,-9.197137513
"",P-0033,2,1,0,833.3333333,0,0,0,0,9.059890903,396.7712242,-44.4569551,-9.151064428,11.37158017,-11.46992044
"",P-0034,2,1,0,0,0,0,0,0,6.996988981,33.22339981,-44.27519601,-5.178862982,1.192364465,-11.11272105
"",P-0035,3,1,0,0,0,0,0,0,6.47288877,34.0029187,-43.56409729,-4.644761976,0.727152416,-10.86749499
"",P-0036,3,1,0,0,-416.6666667,0,0,0,14.74830229,0.142736657,-236.0260118,-14.93786026,-11.79622545,-12.44580732
"",P-0037,3,1,0,0,-833.3333333,0,0,0,13.39002827,-30.45928845,-428.1973086,-22.55875674,-27.36390948,-13.19159735
"",P-0038,3,1,0,0,-1250,0,0,0,7.497648469,-64.5045222,-620.0489917,-31.78603163,-40.64625036,-13.0176684
"",P-0039,3,1,0,0,-1000,0,0,0,11.92777422,-45.04440043,-505.0770745,-26.32893899,-30.41181283,-12.51765107
"",P-0042,3,1,0,0,-250,0,0,0,11.65247352,13.05350752,-159.2302898,-11.60496825,-6.748925506,-10.80288928
"",P-0043,3,1,0,0,0,0,0,0,6.864452215,33.40178058,-44.73002719,-5.692773807,1.603403602,-11.44787011
"",P-0045,3,1,0,0,500,0,0,0,-2.433058573,70.16646813,185.5844252,5.78587917,18.75903112,-11.18692887
"",P-0046,3,1,0,0,750,0,0,0,-8.448855107,88.89178349,302.7115658,11.75408692,25.63681375,-9.283380037
"",P-0048,3,1,0,0,1250,0,0,0,-19.01861819,126.0988947,532.7911011,22.09727403,43.41167463,-9.393963472
"",P-0049,3,1,0,0,833.3333333,0,0,0,-10.91711411,94.73138153,341.3077695,13.70948686,28.69473289,-10.66466439
"",P-0050,3,1,0,0,416.6666667,0,0,0,-0.203686843,64.42128627,148.4502711,4.922824559,13.34210141,-11.3472054
"",P-0051,3,1,0,0,0,0,0,0,6.046761983,32.47902175,-43.68773355,-4.506149337,1.139170122,-10.77226734
"",P-0052,4,1,0,0,0,0,0,0,9.603911349,32.65962509,-44.11662658,-6.395598451,-1.391782288,-11.19560344
"",P-0053,4,1,0,0,0,-416.6666667,0,0,11.18278686,31.61252256,-42.13515502,-211.0504067,-4.652278157,-10.90604199
"",P-0055,4,1,0,0,0,-1250,0,0,4.839863134,27.68915911,-41.27601392,-623.1625006,-13.4856191,-10.31256862
"",P-0056,4,1,0,0,0,-1000,0,0,7.634669321,27.4257309,-41.734642,-499.7089745,-12.1827131,-8.757460537
"",P-0057,4,1,0,0,0,-750,0,0,9.611594452,28.9304285,-41.94801407,-376.833678,-7.917500377,-10.43007023
"",P-0058,4,1,0,0,0,-500,0,0,11.68999334,30.82624234,-42.32054229,-252.6308902,-6.790949547,-10.19471925
"",P-0059,4,1,0,0,0,-250,0,0,10.71509499,32.2041751,-42.88064957,-128.6918899,-2.170827982,-10.30754563
"",P-0062,4,1,0,0,0,500,0,0,7.684098662,33.72525087,-44.00604934,242.0136892,-0.304774417,-11.79964109
"",P-0063,4,1,0,0,0,750,0,0,4.944457337,31.96981433,-43.90132816,365.2741744,1.886228275,-13.61679276
"",P-0064,4,1,0,0,0,1000,0,0,1.993378963,32.29003108,-45.05442984,488.2978442,1.453316072,-13.47832657
"",P-0065,4,1,0,0,0,1250,0,0,-4.855136569,31.15818347,-44.80605694,614.2335283,1.37973712,-14.94414454
"",P-0066,4,1,0,0,0,833.3333333,0,0,4.12451558,31.06038099,-44.50451659,406.9075185,2.361019899,-12.43452181
"",P-0068,4,1,0,0,0,0,0,0,8.909657002,33.34957425,-43.1757782,-5.950254287,-0.593023209,-10.64258711
"",P-0069,5,1,0,0,0,0,0,0,8.52234866,34.28984707,-42.70402831,-4.423111944,1.878770476,-11.18882334
"",P-0070,5,1,0,0,0,0,-1666.666667,0,14.61329085,-36.49809161,-52.66978127,-66.02889669,-453.1872657,-23.85536559
"",P-0071,5,1,0,0,0,0,-3333.333333,0,21.72581465,-106.434043,-62.03252,-127.5627161,-908.3848251,-37.20560293
"",P-0072,5,1,0,0,0,0,-5000,0,29.7027939,-173.3290213,-72.43846506,-190.1145745,-1363.493345,-49.99771499
"",P-0073,5,1,0,0,0,0,-4000,0,25.87495942,-132.7762373,-66.51171003,-152.652797,-1090.466467,-42.11792678
"",P-0074,5,1,0,0,0,0,-3000,0,22.91922548,-92.25013533,-61.25202689,-115.996933,-816.8436794,-32.59836458
"",P-0076,5,1,0,0,0,0,-1000,0,12.72051332,-9.02732461,-47.100326,-42.25949371,-271.08851,-18.52308456
"",P-0077,5,1,0,0,0,0,0,0,8.313633502,33.827002,-43.40184855,-6.225121619,1.813053086,-10.84550591
"",P-0078,5,1,0,0,0,0,1000,0,7.818263558,71.96877269,-37.46207525,31.37952393,272.2308558,-2.341463829
"",P-0079,5,1,0,0,0,0,2000,0,9.664103292,110.2642224,-30.78938003,67.93147922,543.5979059,3.509821544
"",P-0081,5,1,0,0,0,0,4000,0,12.15964247,186.5992487,-18.52039915,141.6758338,1084.517393,17.18026171
"",P-0082,5,1,0,0,0,0,5000,0,11.74975714,226.4094775,-13.86345919,177.0756809,1354.981841,24.80661364
"",P-0086,6,1,0,0,0,0,0,0,11.65945681,31.1346355,-44.18697276,-6.192617935,1.93436489,-10.22563988
"",P-0087,6,1,0,0,0,0,0,-233.3333333,8.089972236,53.6779198,-55.40942646,-23.31970274,4.371526584,-283.7291348
"",P-0089,6,1,0,0,0,0,0,-700,3.546606848,101.4593955,-79.25702773,-56.4287778,18.39437893,-831.1315119
"",P-0090,6,1,0,0,0,0,0,-560,3.374678925,88.3607802,-71.54761384,-47.46713018,12.45275352,-667.9031007
"",P-0091,6,1,0,0,0,0,0,-420,3.567996711,73.12599347,-66.28689041,-36.63683536,8.144041049,-502.4055315
"",P-0092,6,1,0,0,0,0,0,-280,6.423413277,58.34171361,-58.09139426,-26.41859555,6.137839381,-338.4602887
"",P-0093,6,1,0,0,0,0,0,-140,10.29762143,45.20233731,-51.84012544,-14.70813881,2.716853999,-175.1906839
"",P-0094,6,1,0,0,0,0,0,0,11.3291767,30.50091323,-43.60463315,-4.435900625,1.515791013,-9.708173852
"",P-0097,6,1,0,0,0,0,0,420,22.21533304,-11.77641053,-20.67810044,27.5767209,0.928929554,478.8995877
"",P-0098,6,1,0,0,0,0,0,560,23.6643354,-25.06142449,-14.53887746,39.73025044,2.084862325,642.7762523
"",P-0101,6,1,0,0,0,0,0,233.3333333,18.75193547,8.207582963,-31.93303822,13.99176951,-0.787854588,260.3803415
"",P-0102,6,1,0,0,0,0,0,0,12.65733863,31.9320943,-44.20089359,-5.098573306,1.558418852,-12.04288067
"",P-0103,7,1,0,0,0,0,0,0,9.214667685,33.08852217,-44.52361103,-5.560719653,1.037383263,-12.40467407
"",P-0104,7,1,-833.3333333,-833.3333333,0,0,0,0,-340.9540735,-358.5779702,-27.42354105,-53.04116798,-31.85565378,-16.74928534
"",P-0105,7,1,-1666.666667,-1666.666667,0,0,0,0,-688.9580449,-749.8824262,-15.1928014,-101.6970323,-66.1006337,-26.03440595
"",P-0106,7,1,-2500,-2500,0,0,0,0,-1037.237409,-1143.240809,0.625565515,-150.2468248,-101.7075255,-29.71345201
"",P-0108,7,1,-2500,-1250,0,0,0,0,-1042.766191,-592.3996662,2.00103523,-159.1381238,-85.89930316,-30.74236883
"",P-0109,7,1,-2500,-625,0,0,0,0,-1044.843102,-320.5778165,1.693060926,-162.8156157,-77.00709078,-28.27535942
"",P-0110,7,1,-2500,625,0,0,0,0,-1047.886884,228.6519616,4.382394438,-170.8527063,-59.36483126,-26.08644272
"",P-0111,7,1,-2500,1250,0,0,0,0,-1045.098308,503.6665883,3.607923893,-173.7134111,-52.01160966,-26.72517865
"",P-0113,7,1,-2500,2500,0,0,0,0,-1042.754553,1047.560594,1.906431091,-178.788864,-35.57898792,-26.04473903
"",P-0114,7,1,-2500,1666.666667,0,0,0,0,-1043.428364,683.1026302,2.40286201,-176.0775252,-45.26716284,-25.86624318
"",P-0115,7,1,-2500,833.3333333,0,0,0,0,-1045.719891,320.5245559,3.638861859,-172.6811078,-58.06834919,-25.48504069
"",P-0118,7,1,-1875,-1666.666667,0,0,0,0,-775.8657694,-757.1747714,-9.555113569,-115.1549123,-74.25876496,-25.90374086
"",P-0119,7,1,-1875,-2500,0,0,0,0,-772.7265551,-1123.997664,-10.67348569,-109.6332552,-85.75680519,-27.82582739
"",P-0120,7,1,-1875,-1875,0,0,0,0,-775.9435269,-848.7411567,-9.271093961,-113.6533015,-76.8185709,-25.94012239
"",P-0122,7,1,-1875,-625,0,0,0,0,-781.4425775,-299.0637965,-8.556431983,-122.1217389,-58.45795393,-22.70853005
"",P-0123,7,1,-1875,625,0,0,0,0,-783.6007614,247.3516329,-7.980085838,-128.947467,-42.18037437,-23.26703662
"",P-0124,7,1,-1875,1250,0,0,0,0,-780.9755684,521.3992334,-8.476229499,-132.8773963,-34.38226609,-22.16152417
"",P-0125,7,1,-1875,1875,0,0,0,0,-779.7575693,793.143727,-9.202362143,-136.7092869,-25.13941742,-22.79152811
"",P-0126,7,1,-1875,2500,0,0,0,0,-778.2610571,1067.782371,-8.367378187,-138.6188107,-16.51261499,-20.16691735
"",P-0128,7,1,-1875,833.3333333,0,0,0,0,-782.2157693,339.7094678,-8.078052034,-132.8905259,-38.47259,-21.54717615
"",P-0130,7,1,-1250,-833.3333333,0,0,0,0,-515.5883868,-371.6353536,-21.33414801,-80.29850752,-45.98098359,-20.22181569
"",P-0131,7,1,-1250,-1666.666667,0,0,0,0,-512.215972,-737.5525536,-21.27903238,-73.77671159,-56.14220571,-21.02615608
"",P-0133,7,1,-1250,-1875,0,0,0,0,-511.6835205,-831.2038257,-22.25938554,-71.80283868,-58.23162952,-21.88866069
"",P-0136,7,1,-1250,625,0,0,0,0,-518.3938649,267.8177051,-19.72584161,-88.66151952,-24.84176157,-18.76449819
"",P-0137,7,1,-1250,1250,0,0,0,0,-517.2007838,540.0361048,-21.45985139,-92.8683042,-16.59556159,-18.70833364
"",P-0138,7,1,-1250,1875,0,0,0,0,-514.1546427,814.5709062,-22.44427033,-95.58145123,-7.362121038,-18.85972728
"",P-0139,7,1,-1250,2500,0,0,0,0,-513.6579524,1086.61178,-21.2535704,-99.48143477,0.293401535,-17.09200736
"",P-0141,7,1,-1250,833.3333333,0,0,0,0,-517.9729069,357.8185888,-19.01943595,-90.5839208,-21.64747774,-18.09093785
"",P-0142,7,1,-625,0,0,0,0,0,-256.4191611,12.85191038,-30.58451721,-45.13059777,-16.17505186,-14.45285264
"",P-0144,7,1,-625,-1666.666667,0,0,0,0,-246.7368142,-719.4299382,-34.09395125,-31.97821442,-38.97761344,-17.74101226
"",P-0145,7,1,-625,-2500,0,0,0,0,-243.6628324,-1086.254478,-34.51037878,-27.51501395,-51.30217944,-19.22310053
"",P-0147,7,1,-625,-1250,0,0,0,0,-251.2266636,-536.3821554,-31.9766798,-38.47594179,-33.08729142,-16.57729449
"",P-0148,7,1,-625,-625,0,0,0,0,-253.7150083,-260.3808253,-32.48395873,-41.41541472,-24.76778808,-16.72330463
"",P-0149,7,1,-625,625,0,0,0,0,-254.3491866,287.1494558,-31.08277831,-48.80578706,-7.34718219,-15.93886386
"",P-0150,7,1,-625,1250,0,0,0,0,-252.0716215,560.0206981,-31.44181556,-51.96915003,0.270571977,-14.77410975
"",P-0152,7,1,-625,2500,0,0,0,0,-251.0565197,1105.826656,-33.33600109,-59.07174781,16.33457748,-13.28598383
"",P-0153,7,1,-625,1666.666667,0,0,0,0,-252.5733141,741.1407101,-32.89474065,-54.34160715,5.31472547,-14.04008586
"",P-0154,7,1,-625,833.3333333,0,0,0,0,-253.4588218,378.1923665,-30.88071159,-48.39684783,-3.929480263,-15.00186948
"",P-0155,7,1,0,0,0,0,0,0,8.523334823,32.52803422,-44.0247443,-5.770895861,1.064099196,-11.55583294
"",P-0156,7,1,625,-833.3333333,0,0,0,0,278.2539042,-315.4184815,-58.40330075,42.60212752,4.394936379,-7.431291252
"",P-0159,7,1,625,-1875,0,0,0,0,282.2085882,-772.012662,-58.56361858,50.87993431,-9.543085208,-9.379521692
"",P-0160,7,1,625,-1250,0,0,0,0,280.3828104,-499.1118258,-57.84876643,45.80416827,-0.596969516,-7.637219873
"",P-0161,7,1,625,-625,0,0,0,0,276.0637092,-223.1655652,-57.85106895,41.02115208,6.434347825,-7.531812329
"",P-0162,7,1,625,625,0,0,0,0,276.218984,324.9076892,-55.37755325,34.38100944,23.45988136,-5.910637773
"",P-0163,7,1,625,1250,0,0,0,0,276.9063667,597.2978108,-56.82380549,30.66273668,33.15411915,-6.122402634
"",P-0164,7,1,625,1875,0,0,0,0,278.8660424,871.2515159,-57.72939675,27.16832487,39.97844598,-4.833811879
"",P-0165,7,1,625,2500,0,0,0,0,281.0874116,1143.890681,-57.44599735,24.17896258,50.9187528,-4.614971233
"",P-0166,7,1,625,1666.666667,0,0,0,0,279.2944934,779.6139298,-56.63485616,29.27725242,38.75440271,-5.84231826
"",P-0167,7,1,625,833.3333333,0,0,0,0,275.6514496,415.3390591,-57.44440703,32.6630173,28.38642426,-5.356397545
"",P-0169,7,1,1250,-833.3333333,0,0,0,0,544.4998288,-295.4548898,-70.18260748,84.57326335,19.9651196,-1.537497674
"",P-0172,7,1,1250,-1875,0,0,0,0,548.4895709,-753.4359582,-71.80931177,92.16175467,4.880249279,-4.854017578
"",P-0173,7,1,1250,-1250,0,0,0,0,545.66722,-479.896715,-70.39352643,86.13131932,12.84741356,-4.445227491
"",P-0174,7,1,1250,-625,0,0,0,0,543.1330272,-204.3420396,-69.29519631,82.14352568,21.98380335,-3.460956013
"",P-0178,7,1,1250,2500,0,0,0,0,547.1273034,1163.691737,-69.59925769,65.50760849,64.51634504,0.930522975
"",P-0179,7,1,1250,1666.666667,0,0,0,0,544.5203306,798.1668183,-69.57529229,69.9691835,54.75202791,-0.6965051
"",P-0180,7,1,1250,833.3333333,0,0,0,0,542.9714299,434.6571301,-70.03193253,74.18815029,41.63637349,-0.750577869
"",P-0182,7,1,1875,-833.3333333,0,0,0,0,809.4168914,-277.2293214,-83.01792613,124.2630651,35.57014109,1.239938367
"",P-0183,7,1,1875,-1666.666667,0,0,0,0,814.4855172,-643.5287353,-83.00438905,132.6484027,24.49454262,0.915332743
"",P-0184,7,1,1875,-2500,0,0,0,0,817.7193386,-1010.277455,-83.36255999,137.7263851,10.67960138,-1.201923223
"",P-0187,7,1,1875,-625,0,0,0,0,809.3998797,-186.8072791,-82.80976248,123.4467482,36.74339009,1.935335496
"",P-0188,7,1,1875,625,0,0,0,0,807.4414233,362.1127245,-81.89700503,117.3751146,54.15316823,3.918848872
"",P-0189,7,1,1875,1250,0,0,0,0,809.5868269,633.5687429,-82.51329509,113.927113,62.43111431,3.795190758
"",P-0190,7,1,1875,1875,0,0,0,0,811.1982251,907.9762163,-81.62983455,110.4064632,71.02046864,4.685283438
"",P-0191,7,1,1875,2500,0,0,0,0,812.5280553,1182.301441,-82.94649125,106.9821441,78.1726438,4.85537718
"",P-0192,7,1,1875,1666.666667,0,0,0,0,811.9446025,817.6172091,-82.10653345,112.1936003,68.19618601,4.378581765
"",P-0194,7,1,2500,0,0,0,0,0,1072.261793,107.3570608,-94.78314785,161.5309317,59.62064139,7.19069604
"",P-0197,7,1,2500,-2500,0,0,0,0,1083.469828,-991.6515796,-98.10649278,180.515492,27.94748987,3.633122408
"",P-0198,7,1,2500,-1875,0,0,0,0,1080.650046,-715.7128151,-96.65851418,175.0189502,34.65900508,5.937836734
"",P-0199,7,1,2500,-1250,0,0,0,0,1079.150446,-442.5954965,-94.62135986,171.678515,43.23610451,8.036275478
"",P-0200,7,1,2500,-625,0,0,0,0,1075.142578,-168.6040794,-95.30915677,165.7128609,51.82527932,6.390408975
"",P-0203,7,1,2500,1875,0,0,0,0,1078.264739,926.3141479,-96.91879105,150.6945642,84.57414874,8.667842272
"",P-0204,7,1,2500,2500,0,0,0,0,1078.839725,1198.97567,-95.86446703,149.6886141,93.3010375,9.734786298
"",P-0206,7,1,833.3333333,833.3333333,0,0,0,0,364.8225572,420.8040746,-61.18016915,46.37211524,32.71757891,-4.044989627
"",P-0207,7,1,0,0,0,0,0,0,8.140228575,32.75855168,-44.31298719,-4.480518278,1.466163425,-12.03310563
"",P-0208,8,1,0,0,0,0,0,0,8.052579878,32.0994079,-43.99587956,-4.78286624,2.445788971,-9.941896817
"",P-0209,8,1,0,0,-416.6666667,-416.6666667,0,0,17.11982375,-1.452852544,-234.6891188,-220.0512828,-16.97980783,-10.35122596
"",P-0210,8,1,0,0,-833.3333333,-833.3333333,0,0,16.64136697,-35.48729168,-426.8799502,-436.1095684,-34.6538265,-11.7250895
"",P-0214,8,1,0,0,-1250,-312.5,0,0,10.13230153,-65.19393628,-619.8475149,-187.4235901,-42.96727226,-12.47021118
"",P-0215,8,1,0,0,-1250,312.5,0,0,7.876969915,-63.58045522,-619.8040739,122.3960757,-39.85290857,-13.60410742
"",P-0216,8,1,0,0,-1250,625,0,0,5.640851845,-65.93116207,-619.9088877,278.2145011,-38.82769983,-13.73264123
"",P-0217,8,1,0,0,-1250,937.5,0,0,1.553670529,-63.66691605,-620.0529668,432.1554465,-37.51570348,-14.82769707
"",P-0218,8,1,0,0,-1250,1250,0,0,-6.848919439,-65.83535501,-620.5769168,587.2349022,-36.84831294,-15.37365288
"",P-0220,8,1,0,0,-1250,416.6666667,0,0,8.530107473,-63.70246414,-619.0849316,173.9213838,-38.81524787,-13.45687315
"",P-0222,8,1,0,0,-937.5,-416.6666667,0,0,17.20034524,-41.82687828,-475.1023897,-232.3343362,-35.43282434,-12.03746018
"",P-0223,8,1,0,0,-937.5,-833.3333333,0,0,15.55696022,-43.07270654,-474.9752508,-436.9097403,-39.58137809,-10.17632033
"",P-0226,8,1,0,0,-937.5,-625,0,0,15.26772409,-42.08703017,-474.0879126,-334.4149435,-37.27796893,-11.82678634
"",P-0228,8,1,0,0,-937.5,312.5,0,0,15.01707965,-40.37961359,-475.0748017,129.4503704,-28.0080848,-12.11399293
"",P-0229,8,1,0,0,-937.5,625,0,0,11.59597314,-40.33409105,-476.966134,284.3296175,-27.84739008,-14.52378686
"",P-0230,8,1,0,0,-937.5,937.5,0,0,7.235778729,-38.84898576,-477.1094028,440.225581,-28.98846505,-13.04505235
"",P-0231,8,1,0,0,-937.5,1250,0,0,0.419461321,-41.01953925,-477.3795366,594.0194479,-27.06465411,-15.06558201
"",P-0233,8,1,0,0,-937.5,416.6666667,0,0,13.4849115,-40.55468722,-475.6330734,181.7254439,-29.06494751,-13.31856332
"",P-0234,8,1,0,0,-625,0,0,0,16.36360959,-16.00299153,-331.7708451,-17.870401,-20.57530493,-12.13302109
"",P-0235,8,1,0,0,-625,-416.6666667,0,0,18.0413944,-17.50052795,-329.7604756,-224.6701193,-23.35633902,-10.14586815
"",P-0236,8,1,0,0,-625,-833.3333333,0,0,16.90184231,-18.48828656,-330.4775083,-429.4807063,-27.6839564,-12.34558609
"",P-0237,8,1,0,0,-625,-1250,0,0,13.77672192,-21.0695544,-328.5834888,-637.4503383,-32.39106092,-10.94348413
"",P-0238,8,1,0,0,-625,-937.5,0,0,14.63522802,-20.58678975,-332.0283629,-482.9424341,-28.84860976,-10.43272513
"",P-0239,8,1,0,0,-625,-625,0,0,19.67950028,-18.03372579,-330.5116133,-327.5262662,-25.24296784,-10.50847152
"",P-0240,8,1,0,0,-625,-312.5,0,0,18.30487039,-17.15771765,-331.0039466,-174.1077136,-23.24994938,-12.49089002
"",P-0241,8,1,0,0,-625,312.5,0,0,16.34998477,-15.73073777,-330.6102887,135.9595756,-18.86635525,-11.4770137
"",P-0244,8,1,0,0,-625,1250,0,0,2.494359785,-16.17746583,-331.6150059,600.9361868,-16.96169238,-14.94597252
"",P-0245,8,1,0,0,-625,833.3333333,0,0,10.91546124,-17.34427314,-332.9408087,394.5583582,-18.20526118,-13.10506007
"",P-0246,8,1,0,0,-625,416.6666667,0,0,13.9087531,-17.09186485,-332.906714,188.4685965,-18.22785881,-12.30120314
"",P-0247,8,1,0,0,-312.5,0,0,0,14.24465733,8.924476333,-186.8703992,-11.17277631,-9.135855634,-11.34058201
"",P-0248,8,1,0,0,-312.5,-416.6666667,0,0,15.30274248,7.162246998,-187.4583556,-218.0627828,-13.1473183,-10.29668622
"",P-0249,8,1,0,0,-312.5,-833.3333333,0,0,14.96306856,4.665360674,-186.4144756,-425.3601181,-18.68536321,-10.85795602
"",P-0250,8,1,0,0,-312.5,-1250,0,0,10.66616242,4.563954489,-186.1209951,-631.8289537,-22.37306019,-8.943592785
"",P-0252,8,1,0,0,-312.5,-625,0,0,16.72610675,6.221770823,-186.1786376,-320.0629279,-16.89002858,-11.98323464
"",P-0253,8,1,0,0,-312.5,-312.5,0,0,16.62220478,7.545780566,-186.5350924,-165.9331518,-13.67906532,-11.65199099
"",P-0259,8,1,0,0,-312.5,416.6666667,0,0,12.92730348,7.532175064,-188.7266156,194.0040609,-8.190763935,-12.43741765
"",P-0260,8,1,0,0,0,0,0,0,7.82088886,33.6484952,-44.39844716,-3.580774565,-0.091255855,-11.55142908
"",P-0262,8,1,0,0,312.5,-833.3333333,0,0,3.03401291,53.62820621,102.3476626,-411.1260085,2.054599381,-10.43196837
"",P-0263,8,1,0,0,312.5,-1250,0,0,-1.844277078,50.39498433,104.2466662,-617.2259915,-1.711081079,-8.21319099
"",P-0264,8,1,0,0,312.5,-937.5,0,0,2.64169546,51.39909966,102.1509521,-461.8867261,0.338655562,-10.88879081
"",P-0265,8,1,0,0,312.5,-625,0,0,4.320184721,54.0665267,100.9689942,-307.04051,4.550443043,-9.971196698
"",P-0266,8,1,0,0,312.5,-312.5,0,0,3.78685388,53.66128289,100.9613568,-152.0091553,9.001373299,-10.83156908
"",P-0267,8,1,0,0,312.5,312.5,0,0,0.717133228,56.01731247,100.8370599,156.8546822,11.65091786,-11.70953451
"",P-0268,8,1,0,0,312.5,625,0,0,-1.622889049,55.55362954,100.9065978,310.6376436,13.58271945,-13.53039758
"",P-0269,8,1,0,0,312.5,937.5,0,0,-4.652642691,54.85311572,99.54495266,466.1444063,13.14115205,-12.48623061
"",P-0270,8,1,0,0,312.5,1250,0,0,-12.88883277,54.42058025,99.53807811,619.7351107,15.15541407,-13.68036917
"",P-0271,8,1,0,0,312.5,833.3333333,0,0,-3.8471193,56.49178711,100.8047415,414.9054734,14.06868675,-12.05638179
"",P-0272,8,1,0,0,312.5,416.6666667,0,0,-0.735855635,55.18081181,100.5645892,208.5942312,12.65751447,-11.380192
"",P-0274,8,1,0,0,625,-416.6666667,0,0,-1.787744266,76.60830631,245.336677,-198.0396294,16.3256629,-11.02559796
"",P-0276,8,1,0,0,625,-1250,0,0,-8.382753949,73.60688587,247.4756935,-609.266745,9.538603713,-8.939968554
